order_id,product_id,qty_units,unit_price,total_price
766,4922,52,"$15,864.00","$824,928.00"
766,1126,3,"$15,396.00","$46,188.00"
766,2444,105,"$13,516.00","$1,419,180.00"
766,2642,96,"$6,200.00","$595,200.00"
766,4447,48,"$10,434.00","$500,832.00"
766,2078,112,"$17,265.00","$1,933,680.00"
767,4140,86,"$10,400.00","$894,400.00"
767,2586,32,"$9,039.00","$289,248.00"
767,1130,108,"$12,887.00","$1,391,796.00"
767,107,92,"$12,173.00","$1,119,916.00"
768,4808,4,"$3,616.00","$14,464.00"
768,3184,104,"$12,212.00","$1,270,048.00"
768,2037,97,"$5,458.00","$529,426.00"
768,2271,58,"$11,632.00","$674,656.00"
768,4841,54,"$7,795.00","$420,930.00"
768,1586,15,"$1,403.00","$21,045.00"
769,19,75,"$5,303.00","$397,725.00"
769,60,71,"$13,120.00","$931,520.00"
769,316,51,"$5,471.00","$279,021.00"
769,114,75,"$19,297.00","$1,447,275.00"
769,559,50,"$16,183.00","$809,150.00"
769,3750,41,"$2,875.00","$117,875.00"
769,3980,65,"$10,360.00","$673,400.00"
769,579,61,"$16,943.00","$1,033,523.00"
770,4804,106,"$14,082.00","$1,492,692.00"
770,2414,68,"$2,654.00","$180,472.00"
770,842,92,"$5,869.00","$539,948.00"
770,4632,65,"$10,577.00","$687,505.00"
770,3402,11,"$7,464.00","$82,104.00"
770,965,58,"$10,433.00","$605,114.00"
771,862,84,"$7,687.00","$645,708.00"
771,3757,24,$740.00,"$17,760.00"
772,3252,11,"$1,390.00","$15,290.00"
772,3843,87,"$17,455.00","$1,518,585.00"
772,3870,50,"$4,412.00","$220,600.00"
772,417,53,"$5,957.00","$315,721.00"
772,4506,54,"$7,990.00","$431,460.00"
772,618,120,"$12,836.00","$1,540,320.00"
772,2328,20,"$3,386.00","$67,720.00"
772,3254,13,"$4,455.00","$57,915.00"
773,1102,62,"$9,452.00","$586,024.00"
773,1611,42,"$12,463.00","$523,446.00"
773,2470,56,"$11,462.00","$641,872.00"
773,549,27,"$3,101.00","$83,727.00"
774,1578,106,"$12,038.00","$1,276,028.00"
774,169,16,"$8,895.00","$142,320.00"
774,1140,78,"$4,412.00","$344,136.00"
774,3849,68,"$6,022.00","$409,496.00"
774,803,87,"$8,977.00","$780,999.00"
774,673,105,"$15,199.00","$1,595,895.00"
774,2307,15,"$1,505.00","$22,575.00"
774,4352,60,"$10,911.00","$654,660.00"
774,4020,30,"$14,917.00","$447,510.00"
774,679,109,"$4,583.00","$499,547.00"
775,2726,100,"$7,609.00","$760,900.00"
775,4159,17,"$11,181.00","$190,077.00"
775,2216,100,"$21,664.00","$2,166,400.00"
775,521,38,"$3,943.00","$149,834.00"
775,674,46,"$2,391.00","$109,986.00"
775,2545,49,"$3,000.00","$147,000.00"
775,1532,112,"$7,509.00","$841,008.00"
776,2223,83,"$4,330.00","$359,390.00"
776,4882,107,"$2,611.00","$279,377.00"
776,941,104,"$5,558.00","$578,032.00"
776,3602,91,"$6,730.00","$612,430.00"
776,333,69,"$7,008.00","$483,552.00"
776,875,19,"$4,594.00","$87,286.00"
776,4982,26,"$5,405.00","$140,530.00"
776,4179,105,"$16,703.00","$1,753,815.00"
777,781,53,"$3,105.00","$164,565.00"
777,2958,111,"$4,707.00","$522,477.00"
777,12,2,"$11,197.00","$22,394.00"
777,4671,111,"$1,454.00","$161,394.00"
777,1815,70,"$6,979.00","$488,530.00"
777,598,69,"$12,945.00","$893,205.00"
777,2102,7,"$14,713.00","$102,991.00"
777,2461,37,"$4,334.00","$160,358.00"
777,4332,65,"$10,531.00","$684,515.00"
777,1326,38,"$1,456.00","$55,328.00"
778,1838,91,"$11,839.00","$1,077,349.00"
778,1668,60,"$9,129.00","$547,740.00"
778,4276,118,"$10,800.00","$1,274,400.00"
778,3830,16,"$15,773.00","$252,368.00"
778,1280,94,"$10,892.00","$1,023,848.00"
778,3682,90,"$1,179.00","$106,110.00"
778,4903,118,"$3,334.00","$393,412.00"
778,2814,51,"$8,686.00","$442,986.00"
778,4199,35,"$16,258.00","$569,030.00"
779,3497,77,"$2,459.00","$189,343.00"
779,4043,101,"$11,966.00","$1,208,566.00"
779,1628,71,"$13,183.00","$935,993.00"
779,3405,73,"$11,933.00","$871,109.00"
780,4797,95,"$13,638.00","$1,295,610.00"
780,3996,68,"$7,255.00","$493,340.00"
780,416,10,"$9,872.00","$98,720.00"
780,3474,37,"$6,474.00","$239,538.00"
781,3448,98,"$7,811.00","$765,478.00"
781,1239,63,"$15,169.00","$955,647.00"
781,2144,31,"$15,668.00","$485,708.00"
781,2673,91,"$8,201.00","$746,291.00"
781,4023,109,"$6,155.00","$670,895.00"
781,3135,27,"$9,586.00","$258,822.00"
781,4273,58,"$8,135.00","$471,830.00"
781,2731,80,"$18,820.00","$1,505,600.00"
781,1732,69,"$9,867.00","$680,823.00"
781,889,101,"$11,031.00","$1,114,131.00"
782,500,115,"$5,380.00","$618,700.00"
782,4406,5,$655.00,"$3,275.00"
782,2121,67,"$17,235.00","$1,154,745.00"
782,2320,98,"$4,726.00","$463,148.00"
782,2181,108,"$2,766.00","$298,728.00"
782,797,20,"$4,198.00","$83,960.00"
783,3130,82,"$18,914.00","$1,550,948.00"
783,135,25,"$14,941.00","$373,525.00"
783,3996,97,"$10,700.00","$1,037,900.00"
783,4533,58,"$6,364.00","$369,112.00"
783,4822,48,"$1,390.00","$66,720.00"
783,532,65,"$6,484.00","$421,460.00"
783,1233,82,"$9,895.00","$811,390.00"
783,684,120,"$3,121.00","$374,520.00"
784,3708,53,"$2,052.00","$108,756.00"
784,4274,39,"$14,977.00","$584,103.00"
784,3329,14,"$5,349.00","$74,886.00"
784,2737,85,"$1,660.00","$141,100.00"
784,82,80,"$13,258.00","$1,060,640.00"
784,3023,13,"$11,637.00","$151,281.00"
784,4251,11,"$10,330.00","$113,630.00"
785,4783,119,"$7,077.00","$842,163.00"
785,2137,90,"$10,780.00","$970,200.00"
785,4109,7,"$16,154.00","$113,078.00"
785,1379,40,"$14,066.00","$562,640.00"
786,4361,18,"$1,225.00","$22,050.00"
786,1096,37,"$11,465.00","$424,205.00"
786,4260,119,"$12,602.00","$1,499,638.00"
786,569,6,"$15,373.00","$92,238.00"
786,67,120,"$17,580.00","$2,109,600.00"
786,4188,78,"$13,224.00","$1,031,472.00"
787,744,19,"$6,798.00","$129,162.00"
787,1067,103,"$12,741.00","$1,312,323.00"
788,3923,47,"$19,938.00","$937,086.00"
788,3010,37,"$13,803.00","$510,711.00"
788,4432,17,"$9,385.00","$159,545.00"
788,977,62,"$11,998.00","$743,876.00"
788,2499,48,"$9,364.00","$449,472.00"
788,2249,18,"$9,810.00","$176,580.00"
789,4378,47,"$4,962.00","$233,214.00"
789,2655,91,"$9,485.00","$863,135.00"
789,4938,117,"$10,679.00","$1,249,443.00"
789,3652,1,"$12,691.00","$12,691.00"
789,4083,110,"$2,004.00","$220,440.00"
789,2233,57,"$5,000.00","$285,000.00"
789,3904,71,"$11,535.00","$818,985.00"
790,599,22,"$14,268.00","$313,896.00"
790,3612,34,$951.00,"$32,334.00"
791,3459,80,"$14,434.00","$1,154,720.00"
791,4303,49,"$9,751.00","$477,799.00"
791,4484,51,"$10,344.00","$527,544.00"
791,4845,32,$839.00,"$26,848.00"
791,669,31,"$5,140.00","$159,340.00"
791,1323,46,"$12,435.00","$572,010.00"
792,3194,30,"$2,391.00","$71,730.00"
792,270,41,"$16,147.00","$662,027.00"
792,2760,53,"$4,152.00","$220,056.00"
792,1550,7,"$1,047.00","$7,329.00"
792,4033,102,"$8,234.00","$839,868.00"
793,4343,95,"$8,727.00","$829,065.00"
793,2731,23,"$18,820.00","$432,860.00"
793,281,40,"$3,734.00","$149,360.00"
793,4478,118,"$7,893.00","$931,374.00"
794,52,37,"$14,681.00","$543,197.00"
794,294,42,"$10,980.00","$461,160.00"
794,743,29,"$4,549.00","$131,921.00"
794,3465,2,"$13,647.00","$27,294.00"
794,1565,100,"$5,075.00","$507,500.00"
794,4825,29,"$14,478.00","$419,862.00"
794,2613,64,"$5,706.00","$365,184.00"
794,3631,20,"$11,253.00","$225,060.00"
794,2473,42,"$9,655.00","$405,510.00"
794,97,54,"$11,233.00","$606,582.00"
795,4400,113,"$14,026.00","$1,584,938.00"
795,2321,76,"$1,233.00","$93,708.00"
795,631,110,"$17,851.00","$1,963,610.00"
795,1216,77,"$5,665.00","$436,205.00"
795,3495,21,"$2,182.00","$45,822.00"
795,4358,1,"$18,600.00","$18,600.00"
795,3637,38,"$11,522.00","$437,836.00"
795,4692,28,"$12,774.00","$357,672.00"
795,3357,55,"$4,995.00","$274,725.00"
796,3567,42,"$15,496.00","$650,832.00"
796,3271,3,"$14,748.00","$44,244.00"
796,843,41,"$1,898.00","$77,818.00"
796,4853,81,"$22,512.00","$1,823,472.00"
796,1217,77,"$12,451.00","$958,727.00"
796,1032,24,"$8,355.00","$200,520.00"
796,686,79,"$16,309.00","$1,288,411.00"
796,2068,97,"$4,354.00","$422,338.00"
797,1595,94,"$12,017.00","$1,129,598.00"
797,1575,91,"$9,388.00","$854,308.00"
798,3964,56,"$14,722.00","$824,432.00"
798,177,51,"$14,458.00","$737,358.00"
798,233,80,"$9,116.00","$729,280.00"
798,468,4,"$18,581.00","$74,324.00"
798,316,88,"$6,617.00","$582,296.00"
798,1411,44,"$8,549.00","$376,156.00"
798,4231,79,$812.00,"$64,148.00"
799,4000,117,"$10,226.00","$1,196,442.00"
799,3432,87,"$9,853.00","$857,211.00"
799,1945,114,"$18,287.00","$2,084,718.00"
799,4776,38,"$1,456.00","$55,328.00"
799,1942,37,"$10,474.00","$387,538.00"
799,2877,113,"$12,813.00","$1,447,869.00"
799,859,112,"$10,661.00","$1,194,032.00"
800,993,58,"$20,268.00","$1,175,544.00"
800,3772,9,"$13,545.00","$121,905.00"
800,3254,58,"$5,363.00","$311,054.00"
800,3377,14,"$9,747.00","$136,458.00"
800,3528,70,"$1,783.00","$124,810.00"
800,316,87,"$6,969.00","$606,303.00"
800,237,87,"$7,009.00","$609,783.00"
801,4057,6,"$7,132.00","$42,792.00"
801,674,65,"$2,391.00","$155,415.00"
801,4603,87,"$4,465.00","$388,455.00"
802,1640,115,"$9,247.00","$1,063,405.00"
802,4814,12,"$5,024.00","$60,288.00"
802,2257,89,$509.00,"$45,301.00"
802,950,27,"$15,891.00","$429,057.00"
802,2403,24,"$11,477.00","$275,448.00"
802,2269,54,"$15,438.00","$833,652.00"
802,4291,3,"$5,240.00","$15,720.00"
803,3968,31,"$9,100.00","$282,100.00"
803,1677,5,"$9,491.00","$47,455.00"
803,4631,11,"$3,847.00","$42,317.00"
803,490,109,"$9,515.00","$1,037,135.00"
804,599,45,"$14,610.00","$657,450.00"
804,3369,7,"$2,709.00","$18,963.00"
804,4113,2,"$9,993.00","$19,986.00"
805,1206,38,"$4,651.00","$176,738.00"
805,4001,80,"$15,195.00","$1,215,600.00"
805,4063,29,"$9,475.00","$274,775.00"
805,3583,59,"$15,372.00","$906,948.00"
805,754,107,"$12,195.00","$1,304,865.00"
805,289,52,$839.00,"$43,628.00"
805,3207,31,"$8,025.00","$248,775.00"
805,4631,75,"$2,704.00","$202,800.00"
805,268,39,"$3,212.00","$125,268.00"
806,2757,2,"$10,595.00","$21,190.00"
806,310,57,"$1,508.00","$85,956.00"
806,2424,105,"$9,581.00","$1,006,005.00"
806,3204,113,"$3,551.00","$401,263.00"
806,12,55,"$15,519.00","$853,545.00"
806,2316,17,"$14,844.00","$252,348.00"
806,2341,88,"$12,771.00","$1,123,848.00"
806,3333,70,"$2,566.00","$179,620.00"
807,1439,50,"$7,726.00","$386,300.00"
807,1990,119,"$5,678.00","$675,682.00"
807,4713,103,$780.00,"$80,340.00"
807,4390,49,"$5,399.00","$264,551.00"
807,2990,114,"$10,681.00","$1,217,634.00"
807,74,56,"$11,863.00","$664,328.00"
807,4853,109,"$21,127.00","$2,302,843.00"
807,1626,44,"$19,099.00","$840,356.00"
807,260,78,"$20,012.00","$1,560,936.00"
807,3427,115,"$1,197.00","$137,655.00"
808,1365,81,"$4,031.00","$326,511.00"
808,3942,26,"$7,549.00","$196,274.00"
808,3049,120,"$5,945.00","$713,400.00"
808,2852,62,"$10,326.00","$640,212.00"
808,1829,108,"$2,846.00","$307,368.00"
808,1055,92,"$6,908.00","$635,536.00"
809,807,98,"$9,035.00","$885,430.00"
809,1596,65,"$7,848.00","$510,120.00"
809,119,39,"$7,836.00","$305,604.00"
809,1289,82,"$5,584.00","$457,888.00"
809,1668,31,"$13,245.00","$410,595.00"
809,1589,73,"$11,680.00","$852,640.00"
809,2470,2,"$14,028.00","$28,056.00"
809,4421,56,"$11,842.00","$663,152.00"
809,2106,102,"$4,602.00","$469,404.00"
809,2049,52,"$5,446.00","$283,192.00"
810,1130,48,"$13,261.00","$636,528.00"
810,2751,101,"$6,318.00","$638,118.00"
810,2457,11,"$16,770.00","$184,470.00"
810,2608,28,"$7,197.00","$201,516.00"
810,641,48,"$5,781.00","$277,488.00"
810,2022,49,"$6,783.00","$332,367.00"
810,1594,110,"$5,305.00","$583,550.00"
811,1712,71,"$2,902.00","$206,042.00"
811,880,69,"$14,075.00","$971,175.00"
811,3035,81,"$5,112.00","$414,072.00"
811,167,28,"$17,930.00","$502,040.00"
811,285,29,"$7,967.00","$231,043.00"
812,1281,110,"$3,231.00","$355,410.00"
812,494,65,"$4,938.00","$320,970.00"
812,1875,52,"$3,300.00","$171,600.00"
812,3895,95,"$14,246.00","$1,353,370.00"
812,3708,106,"$2,320.00","$245,920.00"
812,3513,77,"$6,581.00","$506,737.00"
813,2228,71,"$14,230.00","$1,010,330.00"
813,1742,71,"$18,763.00","$1,332,173.00"
813,1629,107,"$12,208.00","$1,306,256.00"
813,4581,57,"$13,408.00","$764,256.00"
813,3068,24,"$3,234.00","$77,616.00"
813,4308,98,"$2,657.00","$260,386.00"
814,1328,20,"$15,354.00","$307,080.00"
814,1595,111,"$12,017.00","$1,333,887.00"
814,3897,41,"$9,186.00","$376,626.00"
814,1090,61,"$4,916.00","$299,876.00"
814,2033,94,"$11,949.00","$1,123,206.00"
814,2919,86,"$3,910.00","$336,260.00"
814,3236,111,"$8,619.00","$956,709.00"
814,3948,6,"$10,035.00","$60,210.00"
814,2237,21,"$7,436.00","$156,156.00"
814,1720,70,"$3,645.00","$255,150.00"
815,203,59,"$3,089.00","$182,251.00"
815,2646,102,"$6,705.00","$683,910.00"
815,3514,48,"$8,780.00","$421,440.00"
815,3781,94,"$5,419.00","$509,386.00"
815,4946,45,"$11,236.00","$505,620.00"
815,2134,71,"$4,798.00","$340,658.00"
815,1330,82,"$2,555.00","$209,510.00"
815,73,63,"$14,675.00","$924,525.00"
816,1465,94,"$7,913.00","$743,822.00"
816,2458,6,"$13,035.00","$78,210.00"
816,2961,77,"$7,426.00","$571,802.00"
816,884,85,"$15,135.00","$1,286,475.00"
817,2231,105,"$10,441.00","$1,096,305.00"
817,2928,28,"$18,991.00","$531,748.00"
818,3656,84,"$15,377.00","$1,291,668.00"
818,295,98,"$16,021.00","$1,570,058.00"
818,3889,103,"$10,653.00","$1,097,259.00"
818,534,74,"$8,655.00","$640,470.00"
818,285,76,"$6,655.00","$505,780.00"
818,492,95,"$10,367.00","$984,865.00"
818,4163,71,"$14,170.00","$1,006,070.00"
818,1483,87,"$4,244.00","$369,228.00"
819,1872,114,"$16,382.00","$1,867,548.00"
819,1561,26,$588.00,"$15,288.00"
819,889,116,"$11,031.00","$1,279,596.00"
819,3762,56,"$21,522.00","$1,205,232.00"
819,2144,120,"$15,668.00","$1,880,160.00"
819,3671,5,"$7,724.00","$38,620.00"
819,2491,23,"$14,758.00","$339,434.00"
820,76,99,"$8,409.00","$832,491.00"
820,611,23,"$6,286.00","$144,578.00"
820,1890,84,"$9,657.00","$811,188.00"
820,4318,83,"$18,062.00","$1,499,146.00"
820,2076,71,"$11,145.00","$791,295.00"
821,941,69,"$5,558.00","$383,502.00"
821,2527,10,"$6,781.00","$67,810.00"
821,2911,82,"$14,668.00","$1,202,776.00"
822,4862,106,"$14,880.00","$1,577,280.00"
822,96,119,"$14,661.00","$1,744,659.00"
822,4814,45,"$4,461.00","$200,745.00"
822,208,9,"$4,740.00","$42,660.00"
822,2989,30,"$2,980.00","$89,400.00"
822,2017,28,"$15,230.00","$426,440.00"
822,2981,3,"$10,829.00","$32,487.00"
822,2710,113,"$4,402.00","$497,426.00"
822,4002,24,"$4,017.00","$96,408.00"
823,4266,117,"$13,996.00","$1,637,532.00"
823,3457,9,"$7,261.00","$65,349.00"
823,2861,109,"$8,003.00","$872,327.00"
823,598,57,"$9,282.00","$529,074.00"
823,3429,93,"$22,512.00","$2,093,616.00"
823,2945,48,"$17,106.00","$821,088.00"
824,846,24,"$17,905.00","$429,720.00"
824,772,33,"$7,053.00","$232,749.00"
824,2956,90,"$13,657.00","$1,229,130.00"
825,2353,81,"$6,498.00","$526,338.00"
825,496,108,"$7,552.00","$815,616.00"
825,4883,99,"$11,885.00","$1,176,615.00"
825,397,65,"$2,092.00","$135,980.00"
825,4706,101,"$13,755.00","$1,389,255.00"
825,1348,32,"$16,652.00","$532,864.00"
825,4242,20,"$15,593.00","$311,860.00"
825,189,93,"$10,661.00","$991,473.00"
826,2114,84,"$9,745.00","$818,580.00"
826,2170,74,"$17,963.00","$1,329,262.00"
826,4891,83,"$2,078.00","$172,474.00"
826,537,73,"$2,890.00","$210,970.00"
826,1427,64,"$3,058.00","$195,712.00"
826,945,30,"$19,384.00","$581,520.00"
826,2087,18,"$7,996.00","$143,928.00"
826,3505,106,"$3,839.00","$406,934.00"
827,4803,112,"$6,435.00","$720,720.00"
827,4902,82,"$2,811.00","$230,502.00"
827,3099,47,"$4,988.00","$234,436.00"
827,2907,9,"$5,099.00","$45,891.00"
827,1556,60,"$20,814.00","$1,248,840.00"
827,2730,45,"$8,751.00","$393,795.00"
827,4618,5,"$15,322.00","$76,610.00"
828,2315,36,"$9,558.00","$344,088.00"
828,2790,97,"$3,724.00","$361,228.00"
828,3184,70,"$7,750.00","$542,500.00"
828,1552,49,"$4,042.00","$198,058.00"
829,4596,80,"$13,741.00","$1,099,280.00"
829,1560,3,"$11,372.00","$34,116.00"
829,1891,110,$521.00,"$57,310.00"
829,94,108,"$12,936.00","$1,397,088.00"
830,1509,58,"$10,976.00","$636,608.00"
830,529,62,"$5,706.00","$353,772.00"
830,3566,28,"$3,346.00","$93,688.00"
830,3870,21,"$4,412.00","$92,652.00"
830,38,44,"$2,162.00","$95,128.00"
830,2491,108,"$15,948.00","$1,722,384.00"
830,377,37,"$7,102.00","$262,774.00"
830,4122,83,"$5,213.00","$432,679.00"
830,4861,66,"$5,516.00","$364,056.00"
831,536,32,"$5,528.00","$176,896.00"
831,3039,117,"$11,286.00","$1,320,462.00"
831,451,28,"$12,685.00","$355,180.00"
831,190,94,"$1,661.00","$156,134.00"
831,959,80,"$12,045.00","$963,600.00"
831,784,107,"$10,382.00","$1,110,874.00"
832,4102,29,"$17,330.00","$502,570.00"
832,3724,19,"$11,469.00","$217,911.00"
832,2269,101,"$15,438.00","$1,559,238.00"
832,155,34,"$13,938.00","$473,892.00"
832,1640,57,"$9,247.00","$527,079.00"
833,2458,25,"$16,413.00","$410,325.00"
833,3482,4,"$5,474.00","$21,896.00"
833,1243,42,"$3,157.00","$132,594.00"
833,3251,22,"$4,393.00","$96,646.00"
833,3743,113,"$12,696.00","$1,434,648.00"
833,3240,100,"$8,064.00","$806,400.00"
833,2555,76,"$16,087.00","$1,222,612.00"
834,1871,84,"$2,005.00","$168,420.00"
834,3360,11,"$11,483.00","$126,313.00"
834,2369,105,"$16,544.00","$1,737,120.00"
834,1234,51,"$9,167.00","$467,517.00"
835,4698,56,"$16,245.00","$909,720.00"
835,4504,81,"$7,582.00","$614,142.00"
835,4459,23,"$15,877.00","$365,171.00"
835,3324,1,"$9,711.00","$9,711.00"
835,2979,49,"$8,559.00","$419,391.00"
835,4405,7,"$1,653.00","$11,571.00"
835,4930,75,"$13,747.00","$1,031,025.00"
835,411,35,"$11,832.00","$414,120.00"
835,1233,56,"$10,295.00","$576,520.00"
836,1509,66,"$9,624.00","$635,184.00"
836,344,75,"$5,140.00","$385,500.00"
836,2158,84,"$13,015.00","$1,093,260.00"
836,2003,77,"$3,235.00","$249,095.00"
836,76,114,"$8,409.00","$958,626.00"
837,462,29,"$13,615.00","$394,835.00"
837,1465,28,"$6,505.00","$182,140.00"
837,1217,25,"$11,747.00","$293,675.00"
837,618,98,"$10,640.00","$1,042,720.00"
837,1662,86,"$9,329.00","$802,294.00"
837,1457,114,"$15,013.00","$1,711,482.00"
837,694,109,"$4,312.00","$470,008.00"
837,4693,110,"$17,241.00","$1,896,510.00"
838,62,52,"$13,756.00","$715,312.00"
838,4926,52,"$5,351.00","$278,252.00"
838,569,53,"$17,827.00","$944,831.00"
838,3441,73,"$11,683.00","$852,859.00"
838,3643,89,"$8,073.00","$718,497.00"
838,2687,110,"$17,757.00","$1,953,270.00"
838,65,79,"$20,878.00","$1,649,362.00"
838,3211,73,"$9,798.00","$715,254.00"
838,4064,6,"$9,811.00","$58,866.00"
838,3405,90,"$12,188.00","$1,096,920.00"
839,3115,25,"$7,385.00","$184,625.00"
839,81,48,"$18,435.00","$884,880.00"
839,3606,111,"$20,338.00","$2,257,518.00"
839,367,23,"$18,682.00","$429,686.00"
840,4077,17,"$15,606.00","$265,302.00"
840,4271,43,"$4,659.00","$200,337.00"
840,3449,82,"$8,943.00","$733,326.00"
840,462,63,"$13,615.00","$857,745.00"
840,1474,83,"$2,924.00","$242,692.00"
840,4266,10,"$20,313.00","$203,130.00"
840,4447,80,"$10,434.00","$834,720.00"
840,1379,120,"$14,066.00","$1,687,920.00"
840,3372,55,$921.00,"$50,655.00"
840,1901,76,"$20,106.00","$1,528,056.00"
841,2549,71,"$3,690.00","$261,990.00"
841,325,2,"$7,627.00","$15,254.00"
841,670,87,"$3,394.00","$295,278.00"
841,1794,30,"$7,928.00","$237,840.00"
841,3050,65,"$17,486.00","$1,136,590.00"
842,1963,14,"$9,593.00","$134,302.00"
842,3181,3,"$9,664.00","$28,992.00"
842,3063,59,"$9,196.00","$542,564.00"
842,3058,113,"$14,620.00","$1,652,060.00"
842,4581,73,"$13,408.00","$978,784.00"
842,3310,13,"$10,152.00","$131,976.00"
842,1563,117,"$13,633.00","$1,595,061.00"
842,2637,82,"$2,149.00","$176,218.00"
843,1851,98,"$3,946.00","$386,708.00"
843,2913,48,"$12,688.00","$609,024.00"
843,3195,77,"$12,443.00","$958,111.00"
844,2362,75,"$6,522.00","$489,150.00"
844,2555,21,"$12,176.00","$255,696.00"
844,4302,66,"$14,508.00","$957,528.00"
844,923,100,"$7,720.00","$772,000.00"
844,3992,30,"$7,158.00","$214,740.00"
844,3238,67,"$14,762.00","$989,054.00"
844,4974,62,"$10,621.00","$658,502.00"
844,2471,97,"$14,154.00","$1,372,938.00"
845,3098,66,"$5,209.00","$343,794.00"
845,1197,69,"$3,737.00","$257,853.00"
846,4183,41,"$15,694.00","$643,454.00"
846,789,37,"$21,709.00","$803,233.00"
846,2422,86,"$4,833.00","$415,638.00"
846,2072,29,"$1,331.00","$38,599.00"
846,14,109,"$6,022.00","$656,398.00"
846,3390,89,"$8,059.00","$717,251.00"
846,4432,87,"$9,385.00","$816,495.00"
847,1009,8,"$6,913.00","$55,304.00"
847,4390,47,"$5,399.00","$253,753.00"
848,70,17,"$3,637.00","$61,829.00"
848,4500,35,"$5,173.00","$181,055.00"
848,2340,34,"$13,024.00","$442,816.00"
848,1833,76,"$9,076.00","$689,776.00"
849,2295,117,"$10,074.00","$1,178,658.00"
849,3664,80,"$10,326.00","$826,080.00"
849,4488,54,$886.00,"$47,844.00"
849,3096,38,"$13,534.00","$514,292.00"
849,2235,107,"$17,024.00","$1,821,568.00"
849,4077,69,"$15,006.00","$1,035,414.00"
850,2941,7,"$1,733.00","$12,131.00"
850,2343,3,"$18,328.00","$54,984.00"
850,4746,15,"$3,993.00","$59,895.00"
850,1956,93,"$9,999.00","$929,907.00"
850,1154,13,"$5,820.00","$75,660.00"
850,191,37,"$2,332.00","$86,284.00"
850,3914,37,"$1,699.00","$62,863.00"
850,3298,20,$913.00,"$18,260.00"
850,1411,44,"$8,549.00","$376,156.00"
850,3396,94,"$11,666.00","$1,096,604.00"
851,2814,88,"$8,686.00","$764,368.00"
851,4893,101,"$10,259.00","$1,036,159.00"
851,3646,75,"$9,529.00","$714,675.00"
851,4057,25,"$6,445.00","$161,125.00"
851,2289,9,"$10,810.00","$97,290.00"
851,2661,71,"$3,323.00","$235,933.00"
851,4885,103,"$1,515.00","$156,045.00"
851,2292,17,"$17,539.00","$298,163.00"
852,768,20,"$2,443.00","$48,860.00"
852,1600,43,"$11,458.00","$492,694.00"
852,1117,99,"$1,640.00","$162,360.00"
852,2395,76,"$7,961.00","$605,036.00"
853,3606,29,"$20,338.00","$589,802.00"
853,1652,116,"$6,800.00","$788,800.00"
854,600,68,"$3,285.00","$223,380.00"
854,789,41,"$17,930.00","$735,130.00"
854,4877,101,"$5,701.00","$575,801.00"
854,2246,102,"$9,457.00","$964,614.00"
854,4314,92,"$5,499.00","$505,908.00"
854,4449,36,"$12,607.00","$453,852.00"
854,4081,73,"$8,774.00","$640,502.00"
854,313,46,"$4,756.00","$218,776.00"
854,3330,19,"$12,405.00","$235,695.00"
855,3591,36,"$6,763.00","$243,468.00"
855,2046,61,"$7,647.00","$466,467.00"
855,1307,93,"$1,629.00","$151,497.00"
855,2431,87,"$4,623.00","$402,201.00"
856,3581,55,"$9,122.00","$501,710.00"
856,4494,59,"$3,287.00","$193,933.00"
856,4718,74,"$5,112.00","$378,288.00"
856,269,36,"$6,696.00","$241,056.00"
857,3089,12,"$8,871.00","$106,452.00"
857,3858,23,"$10,216.00","$234,968.00"
857,3902,92,"$4,659.00","$428,628.00"
857,1065,16,"$5,221.00","$83,536.00"
857,2548,31,"$12,237.00","$379,347.00"
857,744,15,"$6,798.00","$101,970.00"
857,3341,86,"$15,279.00","$1,313,994.00"
857,4031,80,"$13,150.00","$1,052,000.00"
857,230,64,"$10,794.00","$690,816.00"
858,2645,103,"$5,064.00","$521,592.00"
858,3412,53,"$17,961.00","$951,933.00"
858,2408,62,"$1,133.00","$70,246.00"
858,2537,110,"$6,060.00","$666,600.00"
858,3216,81,"$13,199.00","$1,069,119.00"
858,1679,23,"$1,969.00","$45,287.00"
858,4073,17,"$21,388.00","$363,596.00"
858,1318,5,$666.00,"$3,330.00"
858,3930,55,"$6,659.00","$366,245.00"
859,4102,36,"$17,023.00","$612,828.00"
859,305,52,"$4,766.00","$247,832.00"
860,553,32,"$9,866.00","$315,712.00"
860,2005,37,"$2,356.00","$87,172.00"
860,1377,97,"$7,947.00","$770,859.00"
860,1913,6,"$15,368.00","$92,208.00"
860,4130,98,"$14,218.00","$1,393,364.00"
860,1767,54,"$8,466.00","$457,164.00"
860,2526,101,"$10,398.00","$1,050,198.00"
861,385,44,"$1,931.00","$84,964.00"
861,4033,20,"$6,082.00","$121,640.00"
861,3254,117,"$4,724.00","$552,708.00"
861,398,27,"$11,674.00","$315,198.00"
861,924,98,"$13,166.00","$1,290,268.00"
861,633,36,"$4,626.00","$166,536.00"
861,4532,87,"$12,449.00","$1,083,063.00"
861,3798,23,"$12,891.00","$296,493.00"
862,2795,88,"$11,723.00","$1,031,624.00"
862,3120,2,"$10,377.00","$20,754.00"
862,4392,19,"$8,184.00","$155,496.00"
862,1400,90,"$10,757.00","$968,130.00"
862,4193,19,"$13,012.00","$247,228.00"
863,2316,6,"$18,107.00","$108,642.00"
863,3449,92,"$8,943.00","$822,756.00"
863,4447,32,"$10,434.00","$333,888.00"
