order_id,supplier_id,facility_id,status,total_amount,added_at,note
1197,6,15,processing_by_supplier,"$2,044,242.00",2025-11-07 19:36:09.061815 +00:00,закупка 2025-11-07
1198,31,24,shipped,"$6,225,647.00",2025-10-18 19:36:09.061815 +00:00,закупка 2025-10-18
1199,12,29,processing_by_supplier,"$1,484,748.00",2025-11-29 19:36:09.061815 +00:00,закупка 2025-11-29
1200,11,19,received,"$1,830,251.00",2025-11-07 19:36:09.061815 +00:00,закупка 2025-11-07
1201,48,6,shipped,"$925,252.00",2025-11-23 19:36:09.061815 +00:00,закупка 2025-11-23
1202,42,5,processing_by_supplier,"$7,302,910.00",2025-11-03 19:36:09.061815 +00:00,закупка 2025-11-03
1203,8,33,shipped,"$5,931,665.00",2025-10-28 19:36:09.061815 +00:00,закупка 2025-10-28
1204,16,15,shipped,"$242,668.00",2025-11-27 19:36:09.061815 +00:00,закупка 2025-11-27
1205,48,20,processing_by_supplier,"$6,962,764.00",2025-10-27 19:36:09.061815 +00:00,закупка 2025-10-27
1206,22,19,shipped,"$4,195,570.00",2025-10-17 19:36:09.061815 +00:00,закупка 2025-10-17
1207,49,10,shipped,"$8,970,379.00",2025-10-24 19:36:09.061815 +00:00,закупка 2025-10-24
1208,3,5,shipped,"$3,301,681.00",2025-10-15 19:36:09.061815 +00:00,закупка 2025-10-15
1209,8,32,processing_by_supplier,"$3,344,066.00",2025-12-01 19:36:09.061815 +00:00,закупка 2025-12-01
1210,12,11,shipped,"$2,739,928.00",2025-12-08 19:36:09.061815 +00:00,закупка 2025-12-08
1211,46,2,received,"$2,158,368.00",2025-12-11 19:36:09.061815 +00:00,закупка 2025-12-11
1212,18,33,received,"$1,526,410.00",2025-10-23 19:36:09.061815 +00:00,закупка 2025-10-23
1213,48,27,received,"$2,739,368.00",2025-11-24 19:36:09.061815 +00:00,закупка 2025-11-24
1214,25,20,processing_by_supplier,"$3,842,077.00",2025-10-19 19:36:09.061815 +00:00,закупка 2025-10-19
1215,17,25,processing_by_supplier,"$1,951,010.00",2025-11-16 19:36:09.061815 +00:00,закупка 2025-11-16
1216,7,35,received,"$4,668,557.00",2025-11-02 19:36:09.061815 +00:00,закупка 2025-11-02
1217,37,7,shipped,"$5,033,013.00",2025-11-03 19:36:09.061815 +00:00,закупка 2025-11-03
1218,3,38,shipped,"$3,101,618.00",2025-11-14 19:36:09.061815 +00:00,закупка 2025-11-14
1219,14,6,processing_by_supplier,"$1,050,102.00",2025-11-17 19:36:09.061815 +00:00,закупка 2025-11-17
1220,10,39,processing_by_supplier,"$2,425,367.00",2025-10-21 19:36:09.061815 +00:00,закупка 2025-10-21
1221,39,6,shipped,"$5,376,926.00",2025-12-10 19:36:09.061815 +00:00,закупка 2025-12-10
1222,30,7,shipped,"$2,920,103.00",2025-12-02 19:36:09.061815 +00:00,закупка 2025-12-02
1223,12,19,processing_by_supplier,"$2,416,031.00",2025-11-16 19:36:09.061815 +00:00,закупка 2025-11-16
1224,32,23,processing_by_supplier,"$9,545,355.00",2025-11-15 19:36:09.061815 +00:00,закупка 2025-11-15
1225,31,39,processing_by_supplier,"$2,100,086.00",2025-10-21 19:36:09.061815 +00:00,закупка 2025-10-21
1226,15,34,received,"$2,290,402.00",2025-12-13 19:36:09.061815 +00:00,закупка 2025-12-13
1227,21,32,processing_by_supplier,"$6,062,457.00",2025-11-25 19:36:09.061815 +00:00,закупка 2025-11-25
1228,24,4,received,"$3,495,439.00",2025-11-30 19:36:09.061815 +00:00,закупка 2025-11-30
1229,22,32,shipped,"$4,323,291.00",2025-11-22 19:36:09.061815 +00:00,закупка 2025-11-22
1230,24,31,received,"$2,420,821.00",2025-10-21 19:36:09.061815 +00:00,закупка 2025-10-21
1231,10,21,processing_by_supplier,"$717,807.00",2025-11-29 19:36:09.061815 +00:00,закупка 2025-11-29
1232,1,25,shipped,"$3,857,308.00",2025-10-24 19:36:09.061815 +00:00,закупка 2025-10-24
1233,30,40,processing_by_supplier,"$3,811,271.00",2025-10-29 19:36:09.061815 +00:00,закупка 2025-10-29
1234,23,30,processing_by_supplier,"$3,848,083.00",2025-10-16 19:36:09.061815 +00:00,закупка 2025-10-16
1235,23,21,processing_by_supplier,"$2,354,552.00",2025-12-02 19:36:09.061815 +00:00,закупка 2025-12-02
1236,31,36,shipped,"$4,580,017.00",2025-11-19 19:36:09.061815 +00:00,закупка 2025-11-19
1237,46,7,received,"$1,430,274.00",2025-11-27 19:36:09.061815 +00:00,закупка 2025-11-27
1238,36,39,received,"$3,029,199.00",2025-11-23 19:36:09.061815 +00:00,закупка 2025-11-23
1239,5,31,processing_by_supplier,"$6,080,590.00",2025-11-14 19:36:09.061815 +00:00,закупка 2025-11-14
1240,50,12,shipped,"$6,018,996.00",2025-12-11 19:36:09.061815 +00:00,закупка 2025-12-11
1241,37,13,processing_by_supplier,"$2,561,319.00",2025-10-30 19:36:09.061815 +00:00,закупка 2025-10-30
1242,9,40,shipped,"$4,085,097.00",2025-11-27 19:36:09.061815 +00:00,закупка 2025-11-27
1243,19,30,processing_by_supplier,"$5,102,958.00",2025-11-01 19:36:09.061815 +00:00,закупка 2025-11-01
1244,28,29,processing_by_supplier,"$2,324,635.00",2025-11-26 19:36:09.061815 +00:00,закупка 2025-11-26
1245,50,35,processing_by_supplier,"$1,394,998.00",2025-10-22 19:36:09.061815 +00:00,закупка 2025-10-22
1246,33,20,processing_by_supplier,"$3,636,604.00",2025-12-05 19:36:09.061815 +00:00,закупка 2025-12-05
1247,15,24,shipped,"$4,053,395.00",2025-11-21 19:36:09.061815 +00:00,закупка 2025-11-21
1248,1,31,received,"$2,174,952.00",2025-12-10 19:36:09.061815 +00:00,закупка 2025-12-10
1249,34,31,shipped,"$3,645,233.00",2025-11-12 19:36:09.061815 +00:00,закупка 2025-11-12
1250,34,28,shipped,"$1,145,337.00",2025-11-14 19:36:09.061815 +00:00,закупка 2025-11-14
1251,28,14,processing_by_supplier,"$834,120.00",2025-11-21 19:36:09.061815 +00:00,закупка 2025-11-21
1252,22,8,shipped,"$3,929,593.00",2025-11-23 19:36:09.061815 +00:00,закупка 2025-11-23
1253,37,17,processing_by_supplier,"$1,758,701.00",2025-11-08 19:36:09.061815 +00:00,закупка 2025-11-08
1254,15,2,shipped,"$5,191,921.00",2025-10-27 19:36:09.061815 +00:00,закупка 2025-10-27
1255,4,15,shipped,"$4,379,413.00",2025-10-25 19:36:09.061815 +00:00,закупка 2025-10-25
1256,30,6,shipped,"$6,595,573.00",2025-11-19 19:36:09.061815 +00:00,закупка 2025-11-19
1257,29,23,shipped,"$6,251,572.00",2025-11-30 19:36:09.061815 +00:00,закупка 2025-11-30
1258,47,17,processing_by_supplier,"$4,477,184.00",2025-11-19 19:36:09.061815 +00:00,закупка 2025-11-19
1259,47,22,processing_by_supplier,"$4,712,010.00",2025-12-06 19:36:09.061815 +00:00,закупка 2025-12-06
1260,24,21,processing_by_supplier,"$6,145,402.00",2025-12-02 19:36:09.061815 +00:00,закупка 2025-12-02
1261,37,14,processing_by_supplier,"$4,673,951.00",2025-11-05 19:36:09.061815 +00:00,закупка 2025-11-05
1262,11,3,received,"$1,941,408.00",2025-10-30 19:36:09.061815 +00:00,закупка 2025-10-30
1263,20,10,received,"$4,799,309.00",2025-11-02 19:36:09.061815 +00:00,закупка 2025-11-02
1264,43,10,shipped,"$2,215,448.00",2025-11-23 19:36:09.061815 +00:00,закупка 2025-11-23
1265,24,14,processing_by_supplier,"$5,585,379.00",2025-11-16 19:36:09.061815 +00:00,закупка 2025-11-16
1266,38,12,shipped,"$2,979,106.00",2025-11-15 19:36:09.061815 +00:00,закупка 2025-11-15
1267,50,32,processing_by_supplier,"$7,062,572.00",2025-11-15 19:36:09.061815 +00:00,закупка 2025-11-15
1268,8,4,received,"$7,961,976.00",2025-11-12 19:36:09.061815 +00:00,закупка 2025-11-12
1269,6,27,processing_by_supplier,"$3,549,794.00",2025-12-05 19:36:09.061815 +00:00,закупка 2025-12-05
1270,8,35,shipped,"$6,251,380.00",2025-11-14 19:36:09.061815 +00:00,закупка 2025-11-14
1271,46,12,processing_by_supplier,"$1,747,121.00",2025-11-03 19:36:09.061815 +00:00,закупка 2025-11-03
1272,12,22,processing_by_supplier,"$3,862,976.00",2025-11-11 19:36:09.061815 +00:00,закупка 2025-11-11
1273,7,16,shipped,"$1,474,853.00",2025-12-01 19:36:09.061815 +00:00,закупка 2025-12-01
1274,11,11,processing_by_supplier,"$4,628,840.00",2025-11-22 19:36:09.061815 +00:00,закупка 2025-11-22
1275,6,14,shipped,"$3,781,722.00",2025-11-16 19:36:09.061815 +00:00,закупка 2025-11-16
1276,2,28,shipped,"$2,852,339.00",2025-10-24 19:36:09.061815 +00:00,закупка 2025-10-24
1277,19,38,processing_by_supplier,"$3,607,068.00",2025-11-17 19:36:09.061815 +00:00,закупка 2025-11-17
1278,31,5,received,"$1,628,968.00",2025-10-18 19:36:09.061815 +00:00,закупка 2025-10-18
1279,5,40,processing_by_supplier,"$3,468,690.00",2025-11-25 19:36:09.061815 +00:00,закупка 2025-11-25
1280,5,5,received,"$1,432,835.00",2025-12-01 19:36:09.061815 +00:00,закупка 2025-12-01
1281,48,32,processing_by_supplier,"$4,261,039.00",2025-10-19 19:36:09.061815 +00:00,закупка 2025-10-19
1282,20,39,shipped,"$1,822,970.00",2025-11-07 19:36:09.061815 +00:00,закупка 2025-11-07
1283,17,23,processing_by_supplier,"$7,071,113.00",2025-10-23 19:36:09.061815 +00:00,закупка 2025-10-23
1284,33,7,processing_by_supplier,"$3,934,470.00",2025-11-01 19:36:09.061815 +00:00,закупка 2025-11-01
1285,47,10,shipped,"$8,390,876.00",2025-12-04 19:36:09.061815 +00:00,закупка 2025-12-04
1286,36,35,shipped,"$6,764,250.00",2025-11-14 19:36:09.061815 +00:00,закупка 2025-11-14
1287,36,19,processing_by_supplier,"$4,278,207.00",2025-11-25 19:36:09.061815 +00:00,закупка 2025-11-25
1288,20,39,shipped,"$2,145,096.00",2025-11-26 19:36:09.061815 +00:00,закупка 2025-11-26
1289,26,8,processing_by_supplier,"$7,231,149.00",2025-10-23 19:36:09.061815 +00:00,закупка 2025-10-23
1290,33,15,shipped,"$913,164.00",2025-11-02 19:36:09.061815 +00:00,закупка 2025-11-02
1291,15,13,received,"$2,220,720.00",2025-11-18 19:36:09.061815 +00:00,закупка 2025-11-18
1292,46,24,processing_by_supplier,"$9,657,069.00",2025-11-24 19:36:09.061815 +00:00,закупка 2025-11-24
1293,45,17,shipped,"$2,786,404.00",2025-11-28 19:36:09.061815 +00:00,закупка 2025-11-28
1294,25,21,processing_by_supplier,"$1,426,897.00",2025-11-12 19:36:09.061815 +00:00,закупка 2025-11-12
1295,30,25,processing_by_supplier,"$2,136,942.00",2025-10-23 19:36:09.061815 +00:00,закупка 2025-10-23
1296,43,24,processing_by_supplier,"$2,340,837.00",2025-11-07 19:36:09.061815 +00:00,закупка 2025-11-07
1297,7,24,processing_by_supplier,"$6,466,077.00",2025-12-11 19:36:09.061815 +00:00,закупка 2025-12-11
1298,20,27,processing_by_supplier,"$963,562.00",2025-12-03 19:36:09.061815 +00:00,закупка 2025-12-03
1299,49,25,processing_by_supplier,"$1,523,999.00",2025-11-05 19:36:09.061815 +00:00,закупка 2025-11-05
1300,27,35,processing_by_supplier,"$6,811,885.00",2025-11-02 19:36:09.061815 +00:00,закупка 2025-11-02
1301,2,38,processing_by_supplier,"$1,895,513.00",2025-12-12 19:36:09.061815 +00:00,закупка 2025-12-12
1302,37,7,processing_by_supplier,"$2,007,354.00",2025-11-11 19:36:09.061815 +00:00,закупка 2025-11-11
1303,41,40,shipped,"$296,684.00",2025-10-20 19:36:09.061815 +00:00,закупка 2025-10-20
1304,34,24,processing_by_supplier,"$1,444,230.00",2025-11-28 19:36:09.061815 +00:00,закупка 2025-11-28
1305,49,30,shipped,"$2,911,015.00",2025-12-03 19:36:09.061815 +00:00,закупка 2025-12-03
1306,44,21,processing_by_supplier,"$5,119,922.00",2025-11-03 19:36:09.061815 +00:00,закупка 2025-11-03
1307,11,36,processing_by_supplier,"$2,891,693.00",2025-11-25 19:36:09.061815 +00:00,закупка 2025-11-25
1308,31,24,shipped,"$3,182,017.00",2025-11-14 19:36:09.061815 +00:00,закупка 2025-11-14
1309,20,21,processing_by_supplier,"$3,899,170.00",2025-10-26 19:36:09.061815 +00:00,закупка 2025-10-26
1310,25,19,received,"$1,640,875.00",2025-11-24 19:36:09.061815 +00:00,закупка 2025-11-24
1311,13,24,received,"$401,075.00",2025-11-23 19:36:09.061815 +00:00,закупка 2025-11-23
1312,16,37,shipped,"$3,163,074.00",2025-10-27 19:36:09.061815 +00:00,закупка 2025-10-27
1313,30,29,received,"$4,834,480.00",2025-10-28 19:36:09.061815 +00:00,закупка 2025-10-28
1314,41,2,processing_by_supplier,"$5,493,427.00",2025-12-09 19:36:09.061815 +00:00,закупка 2025-12-09
1315,27,2,shipped,"$7,481,206.00",2025-12-03 19:36:09.061815 +00:00,закупка 2025-12-03
1316,2,6,processing_by_supplier,"$2,717,678.00",2025-10-20 19:36:09.061815 +00:00,закупка 2025-10-20
1317,1,25,shipped,"$1,523,637.00",2025-10-19 19:36:09.061815 +00:00,закупка 2025-10-19
1318,46,27,processing_by_supplier,"$3,241,797.00",2025-11-24 19:36:09.061815 +00:00,закупка 2025-11-24
1319,41,10,processing_by_supplier,"$3,178,449.00",2025-12-13 19:36:09.061815 +00:00,закупка 2025-12-13
1320,4,10,shipped,"$3,730,800.00",2025-10-22 19:36:09.061815 +00:00,закупка 2025-10-22
1321,1,11,shipped,"$4,123,458.00",2025-11-27 19:36:09.061815 +00:00,закупка 2025-11-27
1322,50,17,received,"$2,946,181.00",2025-11-27 19:36:09.061815 +00:00,закупка 2025-11-27
1323,49,38,received,"$3,275,699.00",2025-12-08 19:36:09.061815 +00:00,закупка 2025-12-08
1324,50,36,processing_by_supplier,"$5,943,809.00",2025-10-24 19:36:09.061815 +00:00,закупка 2025-10-24
1325,6,4,shipped,"$2,722,112.00",2025-11-21 19:36:09.061815 +00:00,закупка 2025-11-21
1326,19,19,processing_by_supplier,"$6,050,668.00",2025-11-16 19:36:09.061815 +00:00,закупка 2025-11-16
1327,8,31,received,"$5,430,375.00",2025-11-12 19:36:09.061815 +00:00,закупка 2025-11-12
1328,1,35,shipped,"$2,256,653.00",2025-12-03 19:36:09.061815 +00:00,закупка 2025-12-03
1329,15,31,processing_by_supplier,"$4,428,650.00",2025-11-06 19:36:09.061815 +00:00,закупка 2025-11-06
1330,27,19,shipped,"$3,479,271.00",2025-11-04 19:36:09.061815 +00:00,закупка 2025-11-04
1331,22,4,processing_by_supplier,"$4,018,553.00",2025-11-04 19:36:09.061815 +00:00,закупка 2025-11-04
1332,30,1,shipped,"$1,541,685.00",2025-11-05 19:36:09.061815 +00:00,закупка 2025-11-05
1333,27,15,shipped,"$3,152,670.00",2025-11-25 19:36:09.061815 +00:00,закупка 2025-11-25
1334,13,4,received,"$3,235,364.00",2025-11-16 19:36:09.061815 +00:00,закупка 2025-11-16
1335,13,24,received,"$2,801,267.00",2025-11-27 19:36:09.061815 +00:00,закупка 2025-11-27
1336,21,26,received,"$3,879,592.00",2025-10-18 19:36:09.061815 +00:00,закупка 2025-10-18
1337,37,32,processing_by_supplier,"$6,332,694.00",2025-12-05 19:36:09.061815 +00:00,закупка 2025-12-05
1338,33,4,shipped,"$5,403,460.00",2025-10-27 19:36:09.061815 +00:00,закупка 2025-10-27
1339,9,20,shipped,"$4,197,176.00",2025-10-31 19:36:09.061815 +00:00,закупка 2025-10-31
1340,2,17,processing_by_supplier,"$3,936,528.00",2025-12-03 19:36:09.061815 +00:00,закупка 2025-12-03
1341,3,3,shipped,"$4,785,614.00",2025-11-23 19:36:09.061815 +00:00,закупка 2025-11-23
1342,29,19,processing_by_supplier,"$4,248,548.00",2025-12-09 19:36:09.061815 +00:00,закупка 2025-12-09
1343,41,12,processing_by_supplier,"$4,243,147.00",2025-10-23 19:36:09.061815 +00:00,закупка 2025-10-23
1344,42,36,shipped,"$584,608.00",2025-12-01 19:36:09.061815 +00:00,закупка 2025-12-01
1345,39,35,processing_by_supplier,"$2,935,643.00",2025-12-01 19:36:09.061815 +00:00,закупка 2025-12-01
1346,9,6,shipped,"$5,498,738.00",2025-12-12 19:36:09.061815 +00:00,закупка 2025-12-12
1347,23,15,received,"$4,326,212.00",2025-11-18 19:36:09.061815 +00:00,закупка 2025-11-18
1348,11,8,processing_by_supplier,"$5,076,247.00",2025-11-25 19:36:09.061815 +00:00,закупка 2025-11-25
1349,40,38,processing_by_supplier,"$3,606,366.00",2025-11-15 19:36:09.061815 +00:00,закупка 2025-11-15
1350,36,23,shipped,"$1,999,386.00",2025-10-19 19:36:09.061815 +00:00,закупка 2025-10-19
1351,18,26,shipped,"$969,896.00",2025-12-07 19:36:09.061815 +00:00,закупка 2025-12-07
1352,45,8,shipped,"$1,059,372.00",2025-12-03 19:36:09.061815 +00:00,закупка 2025-12-03
1353,15,37,shipped,"$5,941,184.00",2025-11-18 19:36:09.061815 +00:00,закупка 2025-11-18
1354,44,23,processing_by_supplier,"$2,367,850.00",2025-11-19 19:36:09.061815 +00:00,закупка 2025-11-19
1355,9,38,processing_by_supplier,"$3,243,627.00",2025-10-22 19:36:09.061815 +00:00,закупка 2025-10-22
1356,20,19,processing_by_supplier,"$1,982,647.00",2025-10-14 19:36:09.061815 +00:00,закупка 2025-10-14
1357,50,24,received,"$6,774,614.00",2025-10-25 19:36:09.061815 +00:00,закупка 2025-10-25
1358,21,28,received,"$3,294,521.00",2025-11-19 19:36:09.061815 +00:00,закупка 2025-11-19
1359,24,33,shipped,"$5,385,759.00",2025-11-18 19:36:09.061815 +00:00,закупка 2025-11-18
1360,13,32,shipped,"$7,027,500.00",2025-11-05 19:36:09.061815 +00:00,закупка 2025-11-05
1361,50,3,processing_by_supplier,"$5,027,195.00",2025-10-17 19:36:09.061815 +00:00,закупка 2025-10-17
1362,12,13,processing_by_supplier,"$3,922,807.00",2025-11-16 19:36:09.061815 +00:00,закупка 2025-11-16
1363,27,28,shipped,"$2,406,509.00",2025-10-19 19:36:09.061815 +00:00,закупка 2025-10-19
1364,20,34,shipped,"$2,100,256.00",2025-10-14 19:36:09.061815 +00:00,закупка 2025-10-14
1365,17,38,shipped,"$7,946,121.00",2025-12-12 19:36:09.061815 +00:00,закупка 2025-12-12
1366,26,2,received,"$3,784,250.00",2025-11-22 19:36:09.061815 +00:00,закупка 2025-11-22
1367,29,31,shipped,"$3,954,326.00",2025-11-07 19:36:09.061815 +00:00,закупка 2025-11-07
1368,25,27,shipped,"$3,171,672.00",2025-12-13 19:36:09.061815 +00:00,закупка 2025-12-13
1369,26,1,received,"$4,769,106.00",2025-10-19 19:36:09.061815 +00:00,закупка 2025-10-19
1370,18,5,shipped,"$1,987,983.00",2025-10-27 19:36:09.061815 +00:00,закупка 2025-10-27
1371,1,8,received,"$5,007,735.00",2025-11-23 19:36:09.061815 +00:00,закупка 2025-11-23
1372,43,21,received,"$2,477,537.00",2025-10-31 19:36:09.061815 +00:00,закупка 2025-10-31
1373,32,39,shipped,"$3,043,443.00",2025-10-18 19:36:09.061815 +00:00,закупка 2025-10-18
1374,48,34,processing_by_supplier,"$321,588.00",2025-10-20 19:36:09.061815 +00:00,закупка 2025-10-20
1375,45,19,received,"$2,990,466.00",2025-12-03 19:36:09.061815 +00:00,закупка 2025-12-03
1376,44,11,processing_by_supplier,"$4,784,258.00",2025-11-25 19:36:09.061815 +00:00,закупка 2025-11-25
1377,23,28,shipped,"$1,126,611.00",2025-11-09 19:36:09.061815 +00:00,закупка 2025-11-09
1378,16,37,shipped,"$688,050.00",2025-10-31 19:36:09.061815 +00:00,закупка 2025-10-31
1379,49,10,received,"$7,043,612.00",2025-11-19 19:36:09.061815 +00:00,закупка 2025-11-19
1380,2,12,processing_by_supplier,"$6,222,407.00",2025-12-09 19:36:09.061815 +00:00,закупка 2025-12-09
1381,33,26,shipped,"$3,774,860.00",2025-11-30 19:36:09.061815 +00:00,закупка 2025-11-30
1382,6,16,processing_by_supplier,"$5,389,976.00",2025-12-08 19:36:09.061815 +00:00,закупка 2025-12-08
1383,4,35,received,"$3,938,562.00",2025-12-10 19:36:09.061815 +00:00,закупка 2025-12-10
1384,41,40,processing_by_supplier,"$778,898.00",2025-11-27 19:36:09.061815 +00:00,закупка 2025-11-27
1385,39,26,shipped,"$7,543,129.00",2025-12-08 19:36:09.061815 +00:00,закупка 2025-12-08
1386,40,16,received,"$1,148,071.00",2025-11-21 19:36:09.061815 +00:00,закупка 2025-11-21
1387,39,37,shipped,"$4,480,751.00",2025-11-07 19:36:09.061815 +00:00,закупка 2025-11-07
1388,43,36,shipped,"$6,181,633.00",2025-11-15 19:36:09.061815 +00:00,закупка 2025-11-15
1389,21,19,received,"$4,020,457.00",2025-12-05 19:36:09.061815 +00:00,закупка 2025-12-05
1390,22,36,received,"$7,880,359.00",2025-12-09 19:36:09.061815 +00:00,закупка 2025-12-09
1391,8,17,received,"$7,725,434.00",2025-11-05 19:36:09.061815 +00:00,закупка 2025-11-05
1392,6,32,processing_by_supplier,"$2,184,747.00",2025-10-30 19:36:09.061815 +00:00,закупка 2025-10-30
1393,48,1,processing_by_supplier,"$3,731,315.00",2025-12-01 19:36:09.061815 +00:00,закупка 2025-12-01
1394,2,31,processing_by_supplier,"$979,052.00",2025-11-12 19:36:09.061815 +00:00,закупка 2025-11-12
1395,38,27,processing_by_supplier,"$2,035,685.00",2025-11-23 19:36:09.061815 +00:00,закупка 2025-11-23
1396,42,4,received,"$7,047,388.00",2025-10-25 19:36:09.061815 +00:00,закупка 2025-10-25
1397,25,13,processing_by_supplier,"$3,640,746.00",2025-10-14 19:36:09.061815 +00:00,закупка 2025-10-14
1398,5,31,processing_by_supplier,"$4,004,407.00",2025-11-26 19:36:09.061815 +00:00,закупка 2025-11-26
1399,23,30,received,"$1,567,062.00",2025-11-23 19:36:09.061815 +00:00,закупка 2025-11-23
1400,15,11,received,"$516,320.00",2025-12-10 19:36:09.061815 +00:00,закупка 2025-12-10
1401,4,18,received,"$5,747,441.00",2025-10-18 19:36:09.061815 +00:00,закупка 2025-10-18
1402,3,15,received,"$1,585,938.00",2025-11-17 19:36:09.061815 +00:00,закупка 2025-11-17
1403,5,4,processing_by_supplier,"$2,187,434.00",2025-11-16 19:36:09.061815 +00:00,закупка 2025-11-16
1404,13,14,received,"$1,544,134.00",2025-11-27 19:36:09.061815 +00:00,закупка 2025-11-27
1405,17,39,received,"$5,418,757.00",2025-10-17 19:36:09.061815 +00:00,закупка 2025-10-17
1406,24,14,received,"$6,783,131.00",2025-11-27 19:36:09.061815 +00:00,закупка 2025-11-27
1407,33,30,processing_by_supplier,"$2,802,837.00",2025-11-08 19:36:09.061815 +00:00,закупка 2025-11-08
1408,20,6,processing_by_supplier,"$5,596,425.00",2025-10-27 19:36:09.061815 +00:00,закупка 2025-10-27
1409,46,32,received,"$3,612,063.00",2025-10-18 19:36:09.061815 +00:00,закупка 2025-10-18
1410,6,23,shipped,"$1,039,955.00",2025-11-07 19:36:09.061815 +00:00,закупка 2025-11-07
1411,50,25,received,"$3,475,983.00",2025-11-05 19:36:09.061815 +00:00,закупка 2025-11-05
1412,18,8,processing_by_supplier,"$1,327,965.00",2025-10-30 19:36:09.061815 +00:00,закупка 2025-10-30
1413,19,1,received,"$1,793,753.00",2025-10-24 19:36:09.061815 +00:00,закупка 2025-10-24
1414,34,5,shipped,"$4,225,907.00",2025-10-31 19:36:09.061815 +00:00,закупка 2025-10-31
1415,13,20,shipped,"$5,734,733.00",2025-11-28 19:36:09.061815 +00:00,закупка 2025-11-28
1416,9,33,shipped,"$333,427.00",2025-11-07 19:36:09.061815 +00:00,закупка 2025-11-07
1417,36,5,shipped,"$1,799,649.00",2025-11-09 19:36:09.061815 +00:00,закупка 2025-11-09
1418,16,32,shipped,"$2,934,020.00",2025-12-08 19:36:09.061815 +00:00,закупка 2025-12-08
1419,39,1,received,"$3,922,742.00",2025-10-26 19:36:09.061815 +00:00,закупка 2025-10-26
1420,9,5,received,"$2,451,228.00",2025-11-06 19:36:09.061815 +00:00,закупка 2025-11-06
1421,27,26,shipped,"$798,874.00",2025-11-26 19:36:09.061815 +00:00,закупка 2025-11-26
1422,37,34,shipped,"$2,785,623.00",2025-11-18 19:36:09.061815 +00:00,закупка 2025-11-18
1423,47,35,shipped,"$4,642,740.00",2025-11-16 19:36:09.061815 +00:00,закупка 2025-11-16
1424,37,37,processing_by_supplier,"$5,146,841.00",2025-12-07 19:36:09.061815 +00:00,закупка 2025-12-07
1425,36,18,processing_by_supplier,"$3,011,927.00",2025-11-30 19:36:09.061815 +00:00,закупка 2025-11-30
1426,30,30,processing_by_supplier,"$3,964,991.00",2025-10-22 19:36:09.061815 +00:00,закупка 2025-10-22
1427,35,4,shipped,"$3,626,515.00",2025-12-08 19:36:09.061815 +00:00,закупка 2025-12-08
1428,24,14,received,"$7,482,515.00",2025-12-11 19:36:09.061815 +00:00,закупка 2025-12-11
1429,35,35,shipped,"$1,474,295.00",2025-12-06 19:36:09.061815 +00:00,закупка 2025-12-06
1430,40,19,processing_by_supplier,"$4,993,884.00",2025-11-18 19:36:09.061815 +00:00,закупка 2025-11-18
1431,26,19,processing_by_supplier,"$1,869,582.00",2025-12-09 19:36:09.061815 +00:00,закупка 2025-12-09
1432,37,23,received,"$114,790.00",2025-11-02 19:36:09.061815 +00:00,закупка 2025-11-02
1433,22,10,shipped,"$3,162,311.00",2025-10-30 19:36:09.061815 +00:00,закупка 2025-10-30
1434,8,28,processing_by_supplier,"$1,106,922.00",2025-11-13 19:36:09.061815 +00:00,закупка 2025-11-13
1435,16,27,shipped,"$374,898.00",2025-11-24 19:36:09.061815 +00:00,закупка 2025-11-24
1436,11,34,shipped,"$3,687,783.00",2025-11-03 19:36:09.061815 +00:00,закупка 2025-11-03
1437,14,4,processing_by_supplier,"$2,480,162.00",2025-11-28 19:36:09.061815 +00:00,закупка 2025-11-28
1438,11,24,processing_by_supplier,"$88,768.00",2025-11-25 19:36:09.061815 +00:00,закупка 2025-11-25
1439,22,1,received,"$5,766,348.00",2025-11-01 19:36:09.061815 +00:00,закупка 2025-11-01
1440,18,32,shipped,"$3,745,322.00",2025-12-12 19:36:09.061815 +00:00,закупка 2025-12-12
1441,34,4,shipped,"$4,021,410.00",2025-10-28 19:36:09.061815 +00:00,закупка 2025-10-28
1442,32,16,received,"$2,633,780.00",2025-10-24 19:36:09.061815 +00:00,закупка 2025-10-24
1443,24,23,processing_by_supplier,"$5,386,722.00",2025-10-25 19:36:09.061815 +00:00,закупка 2025-10-25
1444,32,28,received,"$334,291.00",2025-11-20 19:36:09.061815 +00:00,закупка 2025-11-20
1445,28,19,shipped,"$1,490,702.00",2025-11-10 19:36:09.061815 +00:00,закупка 2025-11-10
1446,10,31,shipped,"$4,573,973.00",2025-10-29 19:36:09.061815 +00:00,закупка 2025-10-29
1447,37,9,received,"$2,638,803.00",2025-11-16 19:36:09.061815 +00:00,закупка 2025-11-16
1448,10,39,processing_by_supplier,"$3,115,991.00",2025-11-28 19:36:09.061815 +00:00,закупка 2025-11-28
1449,44,5,received,"$1,838,370.00",2025-10-17 19:36:09.061815 +00:00,закупка 2025-10-17
1450,1,15,processing_by_supplier,"$5,809,834.00",2025-10-17 19:36:09.061815 +00:00,закупка 2025-10-17
1451,46,31,received,"$3,183,692.00",2025-11-06 19:36:09.061815 +00:00,закупка 2025-11-06
1452,46,9,processing_by_supplier,"$3,757,730.00",2025-10-27 19:36:09.061815 +00:00,закупка 2025-10-27
1453,26,17,shipped,"$950,330.00",2025-11-22 19:36:09.061815 +00:00,закупка 2025-11-22
